Organism,Genus,G.Size (MB),G.Size (pg),Angiosperm Group
Campomanesia guaviroba,Campomanesia,293.4,0.3,Eudicot
Campomanesia laurifolia,Campomanesia,303.18,0.31,Eudicot
Campylanthus salsoloides,Campylanthus,743.28,0.76,Eudicot
Cananga odorata,Cananga,762.84,0.78,Basal Angiosperm
Canarina canariensis,Canarina,2797.08,2.86,Eudicot
Canella winterana,Canella,5701.74,5.83,Basal Angiosperm
Canna indica,Canna,704.16,0.72,Monocot
Cannabis sativa,Cannabis,821.52,0.84,Eudicot
Cannabis ruderalis,Cannabis,889.98,0.91,Eudicot
Canotia holacantha,Canotia,185.82,0.19,Eudicot
Capsella rubella,Capsella,215.16,0.22,Eudicot
Capsella bursa-pastoris,Capsella,391.2,0.4,Eudicot
Capsicum annuum,Capsicum,3090.48,3.16,Eudicot
Capsicum frutescens,Capsicum,3325.2,3.4,Eudicot
Capsicum chinense,Capsicum,3344.76,3.42,Eudicot
Capsicum baccatum,Capsicum,3628.38,3.71,Eudicot
Capsicum chacoense,Capsicum,3745.74,3.83,Eudicot
Capsicum tovarii,Capsicum,3882.66,3.97,Eudicot
Capsicum eximium,Capsicum,3970.68,4.06,Eudicot
Capsicum pubescens,Capsicum,4371.66,4.47,Eudicot
Capsicum cardenasii,Capsicum,4391.22,4.49,Eudicot
Capsicum campylopodium,Capsicum,4430.34,4.53,Eudicot
Capsicum praetermissum,Capsicum,4469.46,4.57,Eudicot
Capsicum parvifolium,Capsicum,5643.06,5.77,Eudicot
Caragana arborescens,Caragana,1564.8,1.6,Eudicot
Cardamine impatiens,Cardamine,205.38,0.21,Eudicot
Cardamine hirsuta,Cardamine,224.94,0.23,Eudicot
Cardamine amara,Cardamine,234.72,0.24,Eudicot
Cardamine glauca,Cardamine,273.84,0.28,Eudicot
Cardamine chelidonia,Cardamine,352.08,0.36,Eudicot
Cardamine schinziana,Cardamine,665.04,0.68,Eudicot
Cardamine yezoensis,Cardamine,684.6,0.7,Eudicot
Cardamine amaraeiformis,Cardamine,694.38,0.71,Eudicot
Cardamine valida,Cardamine,694.38,0.71,Eudicot
Cardamine yezoensis,Cardamine,850.86,0.87,Eudicot
Cardamine flexuosa,Cardamine,860.64,0.88,Eudicot
Cardamine yezoensis,Cardamine,968.22,0.99,Eudicot
Cardamine schinziana,Cardamine,978,1,Eudicot
Cardamine x ferrarii,Cardamine,987.78,1.01,Eudicot
Cardamine yezoensis,Cardamine,1095.36,1.12,Eudicot
Cardamine torrentis,Cardamine,1105.14,1.13,Eudicot
Cardamine yezoensis,Cardamine,1212.72,1.24,Eudicot
Cardamine asarifolia,Cardamine,1310.52,1.34,Eudicot
Cardamine pratensis,Cardamine,1643.04,1.68,Eudicot
Cardaminopsis arenosa,Cardaminopsis,489,0.5,Eudicot
Cardiocrinum giganteum,Cardiocrinum,37780.14,38.63,Monocot
Carduus pycnocephalus,Carduus,4185.84,4.28,Eudicot
Carex paxii,Carex,146.7,0.15,Monocot
Carex nubigera,Carex,146.7,0.15,Monocot
Carex brownii,Carex,224.94,0.23,Monocot
Carex kobomugi,Carex,224.94,0.23,Monocot
Carex capillacea,Carex,244.5,0.25,Monocot
Carex pumila,Carex,273.84,0.28,Monocot
Carex oahuensis,Carex,273.84,0.28,Monocot
Carex ischnostachya,Carex,273.84,0.28,Monocot
Carex flacca,Carex,293.4,0.3,Monocot
Carex omiana,Carex,293.4,0.3,Monocot
Carex kiotensis,Carex,293.4,0.3,Monocot
Carex thunbergii,Carex,293.4,0.3,Monocot
Carex tristachya,Carex,293.4,0.3,Monocot
Carex maximowiczii,Carex,293.4,0.3,Monocot
Carex laticeps,Carex,322.74,0.33,Monocot
Carex sendaica,Carex,322.74,0.33,Monocot
Carex pisiformis,Carex,322.74,0.33,Monocot
Carex shimidzensis,Carex,322.74,0.33,Monocot
Carex curviollis,Carex,342.3,0.35,Monocot
Carex scoparia,Carex,342.3,0.35,Monocot
Carex pulicaris,Carex,391.2,0.4,Monocot
Carex chrysolepis,Carex,391.2,0.4,Monocot
Carex makinoensis,Carex,391.2,0.4,Monocot
Carex dolichostachya,Carex,391.2,0.4,Monocot
Carex acutiformis,Carex,400.98,0.41,Monocot
Carex oxyandra,Carex,420.54,0.43,Monocot
Carex conica,Carex,440.1,0.45,Monocot
Carex blepharicarpa,Carex,440.1,0.45,Monocot
Carex reinii,Carex,489,0.5,Monocot
Carex morrowii,Carex,489,0.5,Monocot
Carex foliosissima,Carex,518.34,0.53,Monocot
Carex bostrychostigma,Carex,537.9,0.55,Monocot
Carex ciliatomarginata,Carex,567.24,0.58,Monocot
Carex humilis,Carex,713.94,0.73,Monocot
Carex pachygyna,Carex,733.5,0.75,Monocot
Carex caryophyllea,Carex,762.84,0.78,Monocot
Carex panicea,Carex,978,1,Monocot
Carex siderosticta,Carex,1154.04,1.18,Monocot
Carica papaya,Carica,371.64,0.38,Eudicot
Carlina salicifolia,Carlina,3413.22,3.49,Eudicot
Carlina xeranthemoides,Carlina,3481.68,3.56,Eudicot
Carlina acaulis,Carlina,4978.02,5.09,Eudicot
Carludovica drudeii,Carludovica,929.1,0.95,Monocot
Carnegiea gigantea,Carnegiea,1408.32,1.44,Eudicot
Carpinus betulus,Carpinus,1007.34,1.03,Eudicot
Carrichtera annua,Carrichtera,655.26,0.67,Eudicot
Carthamus leucocaulos,Carthamus,1105.14,1.13,Eudicot
Carthamus nitidus,Carthamus,1193.16,1.22,Eudicot
Carthamus oxyacantha,Carthamus,1281.18,1.31,Eudicot
Carthamus persicus,Carthamus,1300.74,1.33,Eudicot
Carthamus dentatus,Carthamus,1320.3,1.35,Eudicot
Carthamus gypsicola,Carthamus,1330.08,1.36,Eudicot
Carthamus tenuis,Carthamus,1339.86,1.37,Eudicot
Carthamus tinctorius,Carthamus,1369.2,1.4,Eudicot
Carthamus palaestinus,Carthamus,1378.98,1.41,Eudicot
Carthamus boissieri,Carthamus,1447.44,1.48,Eudicot
Carthamus anatolicus,Carthamus,1467,1.5,Eudicot
Carthamus glaucus,Carthamus,1467,1.5,Eudicot
Carthamus alexandrinus,Carthamus,1496.34,1.53,Eudicot
Carthamus lanatus,Carthamus,2347.2,2.4,Eudicot
Carthamus creticus,Carthamus,3452.34,3.53,Eudicot
Carthamus turkestanicus,Carthamus,3647.94,3.73,Eudicot
Carum copticum,Carum,2787.3,2.85,Eudicot
Carum carvi,Carum,4674.84,4.78,Eudicot
Carya illinoensis,Carya,811.74,0.83,Eudicot
Caryota urens,Caryota,6454.8,6.6,Monocot
Casearia bowrdillonii,Casearia,616.14,0.63,Eudicot
Casimiroa edulis,Casimiroa,958.44,0.98,Eudicot
Cassia absus,Cassia,635.7,0.65,Eudicot
Cassia tora,Cassia,665.04,0.68,Eudicot
Cassia occidentalis,Cassia,665.04,0.68,Eudicot
Cassia siamea,Cassia,684.6,0.7,Eudicot
Cassia fistula,Cassia,684.6,0.7,Eudicot
Cassia glauca,Cassia,713.94,0.73,Eudicot
Cassia biflora,Cassia,713.94,0.73,Eudicot
Cassia australis,Cassia,713.94,0.73,Eudicot
Cassia auriculata,Cassia,713.94,0.73,Eudicot
Cassia artemisioides,Cassia,929.1,0.95,Eudicot
Cassia obtusifolia,Cassia,978,1,Eudicot
Cassia excelsa,Cassia,1251.84,1.28,Eudicot
Cassia angustifolia,Cassia,1760.4,1.8,Eudicot
Castanea sativa,Castanea,958.44,0.98,Eudicot
Castanospermum australe,Castanospermum,557.46,0.57,Eudicot
Castellia tuberculosa,Castellia,3090.48,3.16,Monocot
Casuarina glauca,Casuarina,342.3,0.35,Eudicot
Casuarina equisetifolia,Casuarina,537.9,0.55,Eudicot
Catabrosa aquatica,Catabrosa,3178.5,3.25,Monocot
Catharanthus roseus,Catharanthus,2376.54,2.43,Eudicot
Cattleya schombocattleya,Cattleya,1222.5,1.25,Monocot
Cattleya forbesii,Cattleya,1613.7,1.65,Monocot
Cattleya bowringiana,Cattleya,2445,2.5,Monocot
Cattleya walkeriana,Cattleya,2934,3,Monocot
Cattleya walkeriana,Cattleya,3960.9,4.05,Monocot
Cattleya walkeriana,Cattleya,4205.4,4.3,Monocot
Catunaregam spinosa,Catunaregam,342.3,0.35,Eudicot
Caucalis daucoides,Caucalis,1349.64,1.38,Eudicot
Caulanthus amplexicaulis,Caulanthus,371.64,0.38,Eudicot
Caulanthus heterophyllus,Caulanthus,674.82,0.69,Eudicot
Ceballosia fruticosa,Ceballosia,1163.82,1.19,Eudicot
Ceiba pentandra,Ceiba,1711.5,1.75,Eudicot
Celosia cristata,Celosia,1515.9,1.55,Eudicot
Celosia trigyna,Celosia,1594.14,1.63,Eudicot
Celosia plumosa,Celosia,1613.7,1.65,Eudicot
Celosia argentea,Celosia,1613.7,1.65,Eudicot
Celosia argentea,Celosia,3471.9,3.55,Eudicot
Celosia whiteii,Celosia,4743.3,4.85,Eudicot
Celtis australis,Celtis,1320.3,1.35,Eudicot
Cenchrus ciliaris,Cenchrus,1300.74,1.33,Monocot
Cenchrus echinatus,Cenchrus,2493.9,2.55,Monocot
Cenchrus caliculatus,Cenchrus,5437.68,5.56,Monocot
Centaurea graeca,Centaurea,811.74,0.83,Eudicot
Centaurea deusta,Centaurea,821.52,0.84,Eudicot
Centaurea alba,Centaurea,821.52,0.84,Eudicot
Centaurea solstitialis,Centaurea,850.86,0.87,Eudicot
Centaurea ovina,Centaurea,860.64,0.88,Eudicot
Centaurea stoebe,Centaurea,860.64,0.88,Eudicot
Centaurea cuneifolia,Centaurea,870.42,0.89,Eudicot
Centaurea diffusa,Centaurea,880.2,0.9,Eudicot
Centaurea kernerana,Centaurea,997.56,1.02,Eudicot
Centaurea visiani,Centaurea,1056.24,1.08,Eudicot
Centaurea nervosa,Centaurea,1056.24,1.08,Eudicot
Centaurea stenolepis,Centaurea,1056.24,1.08,Eudicot
Centaurea gloriosa,Centaurea,1066.02,1.09,Eudicot
Centaurea cuspidata,Centaurea,1066.02,1.09,Eudicot
Centaurea parilica,Centaurea,1066.02,1.09,Eudicot
Centaurea rupestris s.l.,Centaurea,1144.26,1.17,Eudicot
Centaurea tuberosa,Centaurea,1320.3,1.35,Eudicot
Centaurea montana,Centaurea,1349.64,1.38,Eudicot
Centaurea dubia,Centaurea,1378.98,1.41,Eudicot
Centaurea kosaninii,Centaurea,1535.46,1.57,Eudicot
Centaurea stoebe,Centaurea,1535.46,1.57,Eudicot
Centaurea glaberrima,Centaurea,1564.8,1.6,Eudicot
Centaurea cuneifolia,Centaurea,1584.36,1.62,Eudicot
Centaurea arenaria,Centaurea,1603.92,1.64,Eudicot
Centaurea ragusina,Centaurea,1623.48,1.66,Eudicot
Centaurea scabiosa,Centaurea,1643.04,1.68,Eudicot
Centaurea mayeri,Centaurea,1731.06,1.77,Eudicot
Centaurea alba,Centaurea,1750.62,1.79,Eudicot
Centaurea nigra,Centaurea,1760.4,1.8,Eudicot
Centaurea fritschii,Centaurea,1760.4,1.8,Eudicot
Centaurea edith-mariae,Centaurea,1779.96,1.82,Eudicot
Centaurea kusanii,Centaurea,1789.74,1.83,Eudicot
Centaurea elegantissima,Centaurea,1819.08,1.86,Eudicot
Centaurea nigrescens,Centaurea,1858.2,1.9,Eudicot
Centaurea indurata,Centaurea,1867.98,1.91,Eudicot
Centaurea jacea,Centaurea,1956,2,Eudicot
Centaurea moesiaca,Centaurea,1995.12,2.04,Eudicot
Centaurea stenolepis,Centaurea,2014.68,2.06,Eudicot
Centaurea davidovii,Centaurea,2024.46,2.07,Eudicot
Centaurea nervosa,Centaurea,2034.24,2.08,Eudicot
Centaurea debeauxii,Centaurea,2102.7,2.15,Eudicot
Centaurium erythraea,Centaurium,1202.94,1.23,Eudicot
Centranthus velenovskyi,Centranthus,528.12,0.54,Eudicot
Centranthus ruber,Centranthus,567.24,0.58,Eudicot
Centranthus nevadensis,Centranthus,586.8,0.6,Eudicot
Centranthus lecoqii,Centranthus,596.58,0.61,Eudicot
Centranthus angustifolius,Centranthus,694.38,0.71,Eudicot
Centranthus longiflorus,Centranthus,694.38,0.71,Eudicot
Centranthus calcitrapae,Centranthus,762.84,0.78,Eudicot
Centranthus macrosiphon,Centranthus,968.22,0.99,Eudicot
Cephalanthera rubra,Cephalanthera,15462.18,15.81,Monocot
Cephalanthera damasonium,Cephalanthera,16039.2,16.4,Monocot
Cephalanthera longifolia,Cephalanthera,16381.5,16.75,Monocot
Cephalaria flava,Cephalaria,4078.26,4.17,Eudicot
Cephalaria alpina,Cephalaria,4234.74,4.33,Eudicot
Cephalaria uralensis,Cephalaria,4361.88,4.46,Eudicot
Cephalaria leucantha,Cephalaria,5242.08,5.36,Eudicot
Cephalaria gigantea,Cephalaria,6709.08,6.86,Eudicot
Cephalotus follicularis,Cephalotus,625.92,0.64,Eudicot
Cerastium arvense,Cerastium,665.04,0.68,Eudicot
Cerastium eriophorum,Cerastium,1261.62,1.29,Eudicot
Cerastium grandiflorum,Cerastium,1261.62,1.29,Eudicot
Cerastium arvense,Cerastium,1271.4,1.3,Eudicot
Cerastium latifolium,Cerastium,1418.1,1.45,Eudicot
Cerastium banaticum,Cerastium,1467,1.5,Eudicot
Cerastium carinthiacum,Cerastium,1476.78,1.51,Eudicot
Cerastium alpinum,Cerastium,1809.3,1.85,Eudicot
Cerastium fontanum,Cerastium,2865.54,2.93,Eudicot
Cerastium transsylvanicum,Cerastium,3031.8,3.1,Eudicot
Cerastium arcticum,Cerastium,3119.82,3.19,Eudicot
Cerastium malyi,Cerastium,4195.62,4.29,Eudicot
Ceratonia siliqua,Ceratonia,635.7,0.65,Eudicot
Ceratophyllum demersum,Ceratophyllum,674.82,0.69,Basal Angiosperm
Cercidiphyllum japonicum,Cercidiphyllum,753.06,0.77,Eudicot
Cerinthe tristis,Cerinthe,929.1,0.95,Eudicot
Ceropegia fusca,Ceropegia,420.54,0.43,Eudicot
Ceropegia dichotoma,Ceropegia,440.1,0.45,Eudicot
Ceropegia woodii,Ceropegia,2445,2.5,Eudicot
Ceroxylon sp.,Ceroxylon,3765.3,3.85,Monocot
Chaenomeles speciosa,Chaenomeles,586.8,0.6,Eudicot
Chamaecytisus proliferus,Chamaecytisus,1222.5,1.25,Eudicot
Chamaecytisus hirsutus,Chamaecytisus,2004.9,2.05,Eudicot
Chamaecytisus spinescens,Chamaecytisus,3119.82,3.19,Eudicot
Chamaedorea cf. woodsoniana,Chamaedorea,3990.24,4.08,Monocot
Chamaedorea klotzschiana,Chamaedorea,3990.24,4.08,Monocot
Chamaedorea cf. oblongata,Chamaedorea,4107.6,4.2,Monocot
Chamaedorea pinnatifrons,Chamaedorea,4352.1,4.45,Monocot
Chamaedorea tenella,Chamaedorea,4625.94,4.73,Monocot
Chamaemelum mixtum,Chamaemelum,3716.4,3.8,Eudicot
Chamaemelum fuscatum,Chamaemelum,5036.7,5.15,Eudicot
Chamaemelum nobile,Chamaemelum,5212.74,5.33,Eudicot
Chamerion angustifolium,Chamerion,391.2,0.4,Eudicot
Chardinia orientalis,Chardinia,1838.64,1.88,Eudicot
Cheiranthus cheiri,Cheiranthus,254.28,0.26,Eudicot
Cheirolophus canariensis,Cheirolophus,674.82,0.69,Eudicot
Cheirolophus teydis,Cheirolophus,704.16,0.72,Eudicot
Chelidonium majus,Chelidonium,1173.6,1.2,Eudicot
Chenopodium pumilio,Chenopodium,361.86,0.37,Eudicot
Chenopodium pallidicaule,Chenopodium,469.44,0.48,Eudicot
Chenopodium coronopus,Chenopodium,469.44,0.48,Eudicot
Chenopodium murale,Chenopodium,606.36,0.62,Eudicot
Chenopodium vulvaria,Chenopodium,625.92,0.64,Eudicot
Chenopodium ficifolium,Chenopodium,645.48,0.66,Eudicot
Chenopodium album,Chenopodium,753.06,0.77,Eudicot
Chenopodium strictum,Chenopodium,782.4,0.8,Eudicot
Chenopodium desertorum,Chenopodium,1075.8,1.1,Eudicot
Chenopodium opulifolium,Chenopodium,1300.74,1.33,Eudicot
Chenopodium ugandae,Chenopodium,1398.54,1.43,Eudicot
Chenopodium quinoa,Chenopodium,1447.44,1.48,Eudicot
Chenopodium berlandieri,Chenopodium,1457.22,1.49,Eudicot
Chenopodium bushianum,Chenopodium,1555.02,1.59,Eudicot
Chenopodium album,Chenopodium,1594.14,1.63,Eudicot
Chenopodium giganteum,Chenopodium,2151.6,2.2,Eudicot
Chenopodium album,Chenopodium,2278.74,2.33,Eudicot
Chionochloa australis,Chionochloa,2171.16,2.22,Monocot
Chionochloa vireta,Chionochloa,2435.22,2.49,Monocot
Chionochloa crassiuscula,Chionochloa,2445,2.5,Monocot
Chionochloa macra,Chionochloa,2454.78,2.51,Monocot
Chionochloa lanea,Chionochloa,2474.34,2.53,Monocot
Chionochloa rigida,Chionochloa,2484.12,2.54,Monocot
Chionochloa spiralis,Chionochloa,2503.68,2.56,Monocot
Chionochloa pallens,Chionochloa,2513.46,2.57,Monocot
Chionochloa rubra,Chionochloa,2513.46,2.57,Monocot
Chionochloa flavescens,Chionochloa,2533.02,2.59,Monocot
Chionochloa antarctica,Chionochloa,2601.48,2.66,Monocot
Chionochloa juncea,Chionochloa,2630.82,2.69,Monocot
Chionochloa cheesemanii,Chionochloa,2679.72,2.74,Monocot
Chionochloa bromoides,Chionochloa,2982.9,3.05,Monocot
Chionochloa conspicua,Chionochloa,3100.26,3.17,Monocot
Chionochloa flavicans,Chionochloa,3706.62,3.79,Monocot
Chlidanthus fragrans,Chlidanthus,6014.7,6.15,Monocot
Chloranthus officinalis,Chloranthus,2836.2,2.9,Basal Angiosperm
Chloranthus spicatus,Chloranthus,3520.8,3.6,Basal Angiosperm
Chloris gayana,Chloris,342.3,0.35,Monocot
Chlorophytum elatum,Chlorophytum,9535.5,9.75,Monocot
Chlorophytum comosum,Chlorophytum,11589.3,11.85,Monocot
Chlorophytum hoffmannii,Chlorophytum,14474.4,14.8,Monocot
Chorisia speciosa,Chorisia,841.08,0.86,Eudicot
Chorispora tenella,Chorispora,342.3,0.35,Eudicot
Chortolirion angolense,Chortolirion,13300.8,13.6,Monocot
Chortolirion tenuifolium,Chortolirion,13300.8,13.6,Monocot
Chortolirion latifolium,Chortolirion,14963.4,15.3,Monocot
Chouardia lakusicii,Chouardia,3638.16,3.72,Monocot
Chouardia litardierei,Chouardia,4039.14,4.13,Monocot
Christolea crassifolia,Christolea,1378.98,1.41,Eudicot
Chrysanthemum balsamita,Chrysanthemum,4792.2,4.9,Eudicot
Chrysanthemum macrophyllum,Chrysanthemum,4968.24,5.08,Eudicot
Chrysanthemum coccineum,Chrysanthemum,5672.4,5.8,Eudicot
Chrysanthemum morifolium,Chrysanthemum,6190.74,6.33,Eudicot
Chrysanthemum morifolium,Chrysanthemum,6581.94,6.73,Eudicot
Chrysanthemum spatiosum,Chrysanthemum,6699.3,6.85,Eudicot
Chrysanthemum segetum,Chrysanthemum,7188.3,7.35,Eudicot
Chrysanthemum cinerariifolium,Chrysanthemum,8586.84,8.78,Eudicot
Chrysanthemum viscidehirtum,Chrysanthemum,8606.4,8.8,Eudicot
Chrysanthemum morifolium,Chrysanthemum,9369.24,9.58,Eudicot
Chrysanthemum carinatum,Chrysanthemum,10200.54,10.43,Eudicot
Chrysanthemum clusii,Chrysanthemum,10464.6,10.7,Eudicot
Chrysanthemum morifolium,Chrysanthemum,12401.04,12.68,Eudicot
Chrysanthemum multicolor,Chrysanthemum,17555.1,17.95,Eudicot
Chrysochamela velutina,Chrysochamela,342.3,0.35,Eudicot
Chuniophoenix nana,Chuniophoenix,1515.9,1.55,Monocot
Cicca acida,Cicca,938.88,0.96,Eudicot
Cicer judaicum,Cicer,909.54,0.93,Eudicot
Cicer arietinum,Cicer,929.1,0.95,Eudicot
Cicer cuneatum,Cicer,1222.5,1.25,Eudicot
Cicer bijugum,Cicer,1251.84,1.28,Eudicot
Cicer pinnatifidum,Cicer,1251.84,1.28,Eudicot
Cicer echinospermum,Cicer,1271.4,1.3,Eudicot
Cicer reticulatum,Cicer,1300.74,1.33,Eudicot
Cicer songaricum,Cicer,1330.08,1.36,Eudicot
Cienfuegosia tripartita,Cienfuegosia,929.1,0.95,Eudicot
Cienfuegosia yucatanensis,Cienfuegosia,978,1,Eudicot
Cienfuegosia hitchcockii,Cienfuegosia,1124.7,1.15,Eudicot
Cinnamomum camphora,Cinnamomum,586.8,0.6,Basal Angiosperm
Cipura paludosa,Cipura,8264.1,8.45,Monocot
Cirsium heterophyllum,Cirsium,1046.46,1.07,Eudicot
Cirsium canum,Cirsium,1095.36,1.12,Eudicot
Cirsium oleraceum,Cirsium,1134.48,1.16,Eudicot
Cirsium erisithales,Cirsium,1144.26,1.17,Eudicot
Cirsium rivulare,Cirsium,1173.6,1.2,Eudicot
Cirsium pannonicum,Cirsium,1193.16,1.22,Eudicot
Cirsium spinosissimum,Cirsium,1242.06,1.27,Eudicot
Cirsium palustre,Cirsium,1261.62,1.29,Eudicot
Cirsium acaule,Cirsium,1281.18,1.31,Eudicot
Cirsium arvense,Cirsium,1388.76,1.42,Eudicot
Cirsium brachycephalum,Cirsium,1457.22,1.49,Eudicot
Cirsium rivulare,Cirsium,1682.16,1.72,Eudicot
Cirsium eriophorum,Cirsium,1760.4,1.8,Eudicot
Cirsium vulgare,Cirsium,2709.06,2.77,Eudicot
Cistanche phelypaea,Cistanche,8733.54,8.93,Eudicot
Cistus ladaniferus,Cistus,860.64,0.88,Eudicot
Cistus crispus,Cistus,1916.88,1.96,Eudicot
Cistus osbeckiaefolius,Cistus,2024.46,2.07,Eudicot
Cistus populifolius,Cistus,2102.7,2.15,Eudicot
Cistus creticus,Cistus,2122.26,2.17,Eudicot
Cistus ladanifer,Cistus,2180.94,2.23,Eudicot
Cistus laurifolius,Cistus,2180.94,2.23,Eudicot
Cistus salviifolius,Cistus,2327.64,2.38,Eudicot
Cistus albidus,Cistus,2337.42,2.39,Eudicot
Cistus heterophyllus,Cistus,2356.98,2.41,Eudicot
Cistus symphytifolius,Cistus,2405.88,2.46,Eudicot
Cistus parviflorus,Cistus,2425.44,2.48,Eudicot
Cistus psilosepalus,Cistus,2552.58,2.61,Eudicot
Cistus clusii,Cistus,2581.92,2.64,Eudicot
Cistus albanicus,Cistus,2611.26,2.67,Eudicot
Cistus libanotis,Cistus,2826.42,2.89,Eudicot
Cistus monspeliensis,Cistus,2875.32,2.94,Eudicot
Citrullus vulgaris,Citrullus,440.1,0.45,Eudicot
Citrus aurantium,Citrus,371.64,0.38,Eudicot
Citrus aurantifolia,Citrus,371.64,0.38,Eudicot
Citrus volkameriana,Citrus,391.2,0.4,Eudicot
Citrus limon,Citrus,391.2,0.4,Eudicot
Citrus medica,Citrus,391.2,0.4,Eudicot
Citrus grandis,Citrus,391.2,0.4,Eudicot
Citrus paradisi,Citrus,391.2,0.4,Eudicot
Citrus reshni,Citrus,400.98,0.41,Eudicot
Citrus limonia,Citrus,400.98,0.41,Eudicot
Citrus reticulata,Citrus,469.44,0.48,Eudicot
Citrus cv. Tahiti lime,Citrus,577.02,0.59,Eudicot
Citrus sinensis,Citrus,616.14,0.63,Eudicot
Clarkia biloba,Clarkia,958.44,0.98,Eudicot
Clarkia xantiana,Clarkia,1075.8,1.1,Eudicot
Clarkia lingulata,Clarkia,1173.6,1.2,Eudicot
Clarkia cylindrica,Clarkia,1222.5,1.25,Eudicot
Clarkia dudleyana,Clarkia,1251.84,1.28,Eudicot
Clarkia arcuata,Clarkia,1467,1.5,Eudicot
Clarkia amoena,Clarkia,2004.9,2.05,Eudicot
Clarkia franciscana,Clarkia,2083.14,2.13,Eudicot
Clarkia rubicunda,Clarkia,2200.5,2.25,Eudicot
Clarkia lasseninsis,Clarkia,2200.5,2.25,Eudicot
Clarkia concinna,Clarkia,2982.9,3.05,Eudicot
Clarkia deflexa,Clarkia,3080.7,3.15,Eudicot
Claytonia alsinoides,Claytonia,3374.1,3.45,Eudicot
Cleisostoma subulatum,Cleisostoma,3129.6,3.2,Monocot
Cleistocactus smaragidifolius,Cleistocactus,1643.04,1.68,Eudicot
Clematis vitalba,Clematis,8850.9,9.05,Eudicot
Clematis armandii,Clematis,9437.7,9.65,Eudicot
Clematis montana,Clematis,9926.7,10.15,Eudicot
Clematis flammula,Clematis,14816.7,15.15,Eudicot
Clematis forsteri,Clematis,15452.4,15.8,Eudicot
Cleome hassleriana,Cleome,303.18,0.31,Eudicot
Clintonia borealis,Clintonia,18435.3,18.85,Monocot
Clivia miniata,Clivia,17242.14,17.63,Monocot
Coccinia indica,Coccinia,2034.24,2.08,Eudicot
Coccoloba diversifolia,Coccoloba,1124.7,1.15,Eudicot
Coccoloba uvifera,Coccoloba,1887.54,1.93,Eudicot
Coccothrinax fragrans,Coccothrinax,6337.44,6.48,Monocot
Coccothrinax argentata,Coccothrinax,7286.1,7.45,Monocot
Cochlearia aucheri,Cochlearia,293.4,0.3,Eudicot
Cochlearia sempervivum,Cochlearia,322.74,0.33,Eudicot
Cochlearia pyrenaica,Cochlearia,391.2,0.4,Eudicot
Cochlearia danica,Cochlearia,684.6,0.7,Eudicot
Cochlearia officinalis,Cochlearia,733.5,0.75,Eudicot
Cochlearia tatrae,Cochlearia,1017.12,1.04,Eudicot
Cochlearia borzaeana,Cochlearia,1378.98,1.41,Eudicot
Cochlioda noezliana,Cochlioda,3403.44,3.48,Monocot
Cocos nucifera,Cocos,3471.9,3.55,Monocot
Coelogyne pastulata,Coelogyne,2689.5,2.75,Monocot
Coelogyne flaccida,Coelogyne,4352.1,4.45,Monocot
Coelogyne barbata,Coelogyne,6454.8,6.6,Monocot
Coffea sessiliflora,Coffea,420.54,0.43,Eudicot
Coffea racemosa,Coffea,440.1,0.45,Eudicot
Coffea pseudozanguebariae,Coffea,489,0.5,Eudicot
Coffea pocsii,Coffea,528.12,0.54,Eudicot
Coffea costatifructa,Coffea,567.24,0.58,Eudicot
Coffea stenophylla,Coffea,586.8,0.6,Eudicot
Coffea liberica,Coffea,635.7,0.65,Eudicot
Coffea kapakata,Coffea,645.48,0.66,Eudicot
Coffea eugenioides,Coffea,665.04,0.68,Eudicot
Coffea farafanganensis,Coffea,665.04,0.68,Eudicot
Coffea humilis,Coffea,684.6,0.7,Eudicot
Coffea brevipes,Coffea,684.6,0.7,Eudicot
Coffea congensis,Coffea,684.6,0.7,Eudicot
Coffea anthonyi,Coffea,704.16,0.72,Eudicot
Coffea salvatrix,Coffea,733.5,0.75,Eudicot
Coffea canephora,Coffea,811.74,0.83,Eudicot
Coffea bertrandii,Coffea,811.74,0.83,Eudicot
Coffea millotii,Coffea,831.3,0.85,Eudicot
Coffea heterocalyx,Coffea,850.86,0.87,Eudicot
Coffea arabica,Coffea,1173.6,1.2,Eudicot
Coix lacryma-jobi,Coix,1594.14,1.63,Monocot
Cola nitida,Cola,2376.54,2.43,Eudicot
Colchicum arenarium,Colchicum,2376.54,2.43,Monocot
